1285,-.474412944800837
1285.001,-.474393617561588
1285.002,-.475219100984964
1285.003,-.473997638804226
1285.004,-.474279800709665
1285.005,-.475200140625759
1285.006,-.474203919901737
1285.007,-.473515249419905
1285.008,-.473187353684773
1285.009,-.474311036399065
1285.01,-.474827895992061
1285.011,-.474397663374976
1285.012,-.473185886434133
1285.013,-.474566949082111
1285.014,-.473957192157311
1285.015,-.474826405027449
1285.016,-.474188800525431
1285.017,-.474616139290255
1285.018,-.474704851573903
1285.019,-.474812164761346
1285.02,-.47516128133434
1285.021,-.474487336958595
1285.022,-.474463547776939
1285.023,-.474688067099169
1285.024,-.475117237540726
1285.025,-.475062645640015
1285.026,-.475249913117152
1285.027,-.476084654119019
1285.028,-.474490882014989
1285.029,-.474925773337635
1285.03,-.475584074993978
1285.031,-.475739658077676
1285.032,-.474202838075508
1285.033,-.474135478806981
1285.034,-.47431028488941
1285.035,-.474494391887292
1285.036,-.474845550366269
1285.037,-.473773096927852
1285.038,-.474452383903457
1285.039,-.473659436041731
1285.04,-.473630561704046
1285.041,-.474363076226377
1285.042,-.4745312198225
1285.043,-.474013705232608
1285.044,-.474785345826906
1285.045,-.474651569860022
1285.046,-.474488091559061
1285.047,-.474303081249753
1285.048,-.474401122092522
1285.049,-.474878934566053
1285.05,-.474492781818374
1285.051,-.474703795981631
1285.052,-.474412150855063
1285.053,-.474623106846544
1285.054,-.475757043201282
1285.055,-.475026234856068
1285.056,-.474250714426582
1285.057,-.474557809437579
1285.058,-.475094413810851
1285.059,-.474261469014292
1285.06,-.474857613901294
1285.061,-.473939984349879
1285.062,-.47447376613127
1285.063,-.474571205890699
1285.064,-.474445375813996
1285.065,-.474784644848005
1285.066,-.475365662423621
1285.067,-.474004778893358
1285.068,-.474681770016621
1285.069,-.474856439365273
1285.07,-.475031095250132
1285.071,-.474722142133396
1285.072,-.474453913730824
1285.073,-.474753198362104
1285.074,-.474829264896919
1285.075,-.474877430085893
1285.076,-.474441943788841
1285.077,-.47452113299279
1285.078,-.474084377570433
1285.079,-.474661544567854
1285.08,-.474475951080419
1285.081,-.47384837245598
1285.082,-.47401279971261
1285.083,-.474540697384422
1285.084,-.474443452553026
1285.085,-.473724725840103
1285.086,-.4736157490717
1285.087,-.473766216446964
1285.088,-.47454188138222
1285.089,-.473691246755117
1285.09,-.474065023642969
1285.091,-.473843730383659
1285.092,-.474060032817496
1285.093,-.473299323440073
1285.094,-.473766888486546
1285.095,-.474234397534703
1285.096,-.473141865371893
1285.097,-.473525141362621
1285.098,-.473126781485621
1285.099,-.473286723714289
1285.1,-.47366994157362
1285.101,-.47356493212054
1285.102,-.472574193663015
1285.103,-.47309999383367
1285.104,-.47340612410729
1285.105,-.472698309644977
1285.106,-.472894656918892
1285.107,-.472685507677247
1285.108,-.472590661540191
1285.109,-.472668761921983
1285.11,-.473248882416943
1285.111,-.47269022450173
1285.112,-.473116958687729
1285.113,-.473016789598947
1285.114,-.472396126249735
1285.115,-.472769805287844
1285.116,-.472660163938834
1285.117,-.47308979098706
1285.118,-.473669598942039
1285.119,-.473747792669851
1285.12,-.473807359813417
1285.121,-.472892013709195
1285.122,-.473924674623838
1285.123,-.474168142057251
1285.124,-.473928920437806
1285.125,-.475174752366062
1285.126,-.474434405269997
1285.127,-.47442294924922
1285.128,-.474264934166864
1285.129,-.474598903763966
1285.13,-.474672934425047
1285.131,-.473806881061662
1285.132,-.474042990979713
1285.133,-.474176438831861
1285.134,-.474090701594028
1285.135,-.47310201643625
1285.136,-.474458811840947
1285.137,-.474250284671006
1285.138,-.474138350768694
1285.139,-.473205297122005
1285.14,-.473758445450156
1285.141,-.473740573208308
1285.142,-.473587677033097
1285.143,-.472422426260891
1285.144,-.473764676669144
1285.145,-.474085177743488
1285.146,-.473729224147161
1285.147,-.47334524267586
1285.148,-.473963737081937
1285.149,-.474080909971523
1285.15,-.473938207077748
1285.151,-.473484550359448
1285.152,-.473175655887652
1285.153,-.47461668618734
1285.154,-.474754939212775
1285.155,-.474054614518964
1285.156,-.47433386991504
1285.157,-.474713219343256
1285.158,-.474031499005619
1285.159,-.473932249661142
1285.16,-.474652816346839
1285.161,-.474109750171295
1285.162,-.474067445114369
1285.163,-.474936608573719
1285.164,-.473858747028605
1285.165,-.474709224385218
1285.166,-.474632585826397
1285.167,-.47400827516974
1285.168,-.474122919636982
1285.169,-.473774123410135
1285.17,-.474630025884823
1285.171,-.473549181135096
1285.172,-.474671576544102
1285.173,-.474829860688183
1285.174,-.474247073031602
1285.175,-.475174045010785
1285.176,-.47482284283751
1285.177,-.4747422081558
1285.178,-.475455037002864
1285.179,-.475186318868109
1285.18,-.475695381401884
1285.181,-.476158058809954
1285.182,-.475612132368788
1285.183,-.475435144344227
1285.184,-.475135893684541
1285.185,-.475699695618178
1285.186,-.475438913721391
1285.187,-.475355732515134
1285.188,-.475854154299696
1285.189,-.475352298113705
1285.19,-.476073039161157
1285.191,-.474839508382867
1285.192,-.475018646992516
1285.193,-.475707335904326
1285.194,-.474895111468295
1285.195,-.475574592932053
1285.196,-.474582272228638
1285.197,-.474479429686764
1285.198,-.474154167375212
1285.199,-.474310813364992
1285.2,-.474485979339714
1285.201,-.47409319895501
1285.202,-.473859806089454
1285.203,-.4742546288483
1285.204,-.474430707500709
1285.205,-.474597465578779
1285.206,-.473723004276723
1285.207,-.474269180018615
1285.208,-.473934998988891
1285.209,-.473910143003687
1285.21,-.473529644701235
1285.211,-.47445448621041
1285.212,-.473879329535779
1285.213,-.473490654342065
1285.214,-.474083170718576
1285.215,-.47466620788705
1285.216,-.474046188091131
1285.217,-.473955818447873
1285.218,-.474760671688286
1285.219,-.474066689950971
1285.22,-.474852927976781
1285.221,-.475148769349907
1285.222,-.47484290699254
1285.223,-.475112751212094
1285.224,-.475438076847941
1285.225,-.475263964709091
1285.226,-.47581124642513
1285.227,-.475461960765718
1285.228,-.475109130754374
1285.229,-.475810759037006
1285.23,-.473570479034077
1285.231,-.476111417985425
1285.232,-.476299837393278
1285.233,-.476271377279498
1285.234,-.47602456419748
1285.235,-.475896110077357
1285.236,-.476292353853848
1285.237,-.476241684632333
1285.238,-.476372332593317
1285.239,-.476221593425193
1285.24,-.47722956206159
1285.241,-.476167957452647
1285.242,-.47557151162442
1285.243,-.476484257593499
1285.244,-.476656274079142
1285.245,-.476318963752417
1285.246,-.476441121081554
1285.247,-.475502866832086
1285.248,-.47554636914946
